type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,25844,-0.166619,0.300000,-33.248688,1.633166,-0.254943,-1.000145,-0.249048,-0.020966,0.000000,342
DATA,25914,-0.859041,0.300000,-16.358429,4.056644,0.986986,0.000000,0.000000,-0.011220,0.000000,343
DATA,25984,-1.395133,0.300000,16.141598,5.932967,1.936299,1.104588,1.772068,-0.000781,0.000000,344
DATA,26054,-0.528891,0.300000,23.702578,2.901119,1.913102,2.010346,2.159571,0.007594,0.000000,345
DATA,26124,-0.571233,0.300000,7.422079,3.049316,2.036821,2.095541,1.744891,0.017423,0.000000,346
DATA,26194,-0.148504,0.300000,12.239156,1.569766,1.664398,1.641335,2.017302,0.022900,0.000000,347
DATA,26264,-0.827557,0.300000,14.739157,3.946449,1.899065,2.076265,1.825228,0.029971,0.000000,348
DATA,26334,-0.508595,0.300000,17.605013,2.830085,1.671394,1.703057,2.207607,0.032720,0.000000,349
DATA,26404,0.121767,0.300000,9.495251,0.623816,0.964984,1.093198,1.644421,0.030200,0.000000,350
DATA,26474,1.965309,0.300000,8.214763,-5.828579,-0.123765,0.516842,1.135141,0.024365,0.000000,351
DATA,26544,1.152784,0.300000,-4.834028,-2.984744,-0.944900,-0.749345,-0.254206,0.019097,0.000000,352
DATA,26614,0.982209,0.300000,-26.175508,-2.387730,-1.460966,-1.331496,-1.292631,0.009236,0.000000,353
DATA,26684,1.081807,0.300000,-4.529150,-2.736322,-1.961050,-1.592583,-1.870859,-0.003643,0.000000,354
DATA,26754,1.245405,0.300000,-16.541357,-3.308917,-2.005557,-1.901879,-2.067675,-0.012955,0.000000,355
DATA,26824,1.152599,0.300000,-28.309656,-2.984094,-2.102087,-2.169616,-1.745544,-0.020799,0.000000,356
DATA,26894,0.110228,0.300000,-23.065750,0.664204,-1.431982,-1.013472,-1.823088,-0.023068,0.000000,357
DATA,26964,-0.017991,0.300000,-6.968176,1.112968,-0.997394,-1.399682,-0.809371,-0.024200,0.000000,358
DATA,27034,-0.096872,0.300000,-13.004766,1.389054,-0.613154,-0.723243,-1.224538,-0.023956,0.000000,359
DATA,27104,-0.459856,0.300000,-36.968204,2.659498,0.088151,-1.081705,-0.835763,-0.017759,0.000000,360
DATA,27174,-1.403861,0.300000,-5.199882,5.963515,1.683453,1.078205,1.507977,-0.006793,0.000000,361
DATA,27244,-1.375505,0.300000,18.946476,5.864269,2.222126,1.944695,1.829284,0.004191,0.000000,362
DATA,27314,-0.715731,0.300000,14.129401,3.555060,1.899917,1.908883,1.821901,0.010740,0.000000,363
DATA,27384,-0.637034,0.300000,-12.273059,3.279621,1.957010,2.118701,1.290962,0.019786,0.000000,364
DATA,27454,-0.712220,0.300000,-3.553539,3.542769,1.784130,1.500539,1.439270,0.024755,0.000000,365
DATA,27524,-0.559382,0.300000,21.629406,3.007837,1.148929,1.126189,1.535948,0.024018,0.000000,366
DATA,27594,0.172812,0.300000,-3.675491,0.445159,0.691480,0.579055,1.342868,0.021703,0.000000,367
DATA,27664,1.232250,0.300000,1.995245,-3.262872,-0.839186,0.000000,0.207380,0.013151,0.000000,368
DATA,27734,1.321532,0.300000,13.885499,-3.575360,-1.712347,-0.834070,-0.297739,0.004404,0.000000,369
DATA,27804,2.588083,0.300000,28.214779,-8.008289,-2.358306,-2.149289,-1.309811,-0.007515,0.000000,370
DATA,27874,1.266969,0.300000,-8.370617,-3.384392,-2.321753,-2.267708,-2.095855,-0.015981,0.000000,371
DATA,27944,0.528122,0.300000,-12.273059,-0.798427,-1.868748,-1.891340,-1.736662,-0.021287,0.000000,372
DATA,28014,-0.139722,0.300000,-12.090132,1.539028,-1.273054,-1.431321,-0.987233,-0.024556,0.000000,373
DATA,28084,0.483536,0.300000,-11.480374,-0.642375,-1.161324,-0.980523,-0.921569,-0.027011,0.000000,374
DATA,28154,0.367495,0.300000,-7.821836,-0.236231,-0.868467,-0.299709,-0.423074,-0.025534,0.000000,375
DATA,28224,-1.171451,0.300000,-5.809639,5.150079,0.784725,0.000000,0.000000,-0.015722,0.000000,376
DATA,28294,-1.139138,0.300000,-0.382805,5.036985,1.490929,0.867793,0.694424,-0.007976,0.000000,377
DATA,28364,-0.618994,0.300000,-16.236479,3.216479,1.830502,0.991921,1.399122,0.001892,0.000000,378
DATA,28434,-1.056479,0.300000,9.007446,4.747678,1.991743,1.251590,1.844717,0.011842,0.000000,379
DATA,28504,-0.081214,0.300000,6.080614,1.334251,1.437563,1.689079,1.541532,0.016285,0.000000,380
DATA,28574,-0.423096,0.300000,20.105015,2.530835,1.691245,2.182814,2.057642,0.024437,0.000000,381
DATA,28644,-0.524617,0.300000,7.483055,2.886160,1.413043,1.704094,1.329346,0.027533,0.000000,382
DATA,28714,-0.388151,0.300000,6.568420,2.408529,1.045019,0.874626,1.292750,0.025536,0.000000,383
